STRUCTURE,STRUCTURE_ID,freq,unit,duration,sex,age,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED3_4,SI,2019,3.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED3_4,SK,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED3_4,TR,2019,1.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,AT,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,BE,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,BG,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,CY,2019,9.2,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,CZ,2019,8.6,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,DE,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,DK,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,EE,2019,6.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,EL,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,ES,2019,4.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,EU27_2020,2019,7.9,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,FR,2019,11.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,HR,2019,3.0,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,HU,2019,10.4,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,IE,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,IS,2019,24.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,IT,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,LT,2019,18.8,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,LU,2019,4.1,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,LV,2019,16.2,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,MT,2019,10.1,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,NL,2019,0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,NO,2019,11.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,PL,2019,16.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,PT,2019,0,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,RO,2019,12.0,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,RS,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,SE,2019,9.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,SI,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,SK,2019,4.1,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,ED5-8,TR,2019,2.1,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,AT,2019,5.9,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,BE,2019,7.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,BG,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,CY,2019,8.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,CZ,2019,3.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,DE,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,DK,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,EE,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,EL,2019,1.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,ES,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,EU27_2020,2019,6.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,FR,2019,7.9,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,HR,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,HU,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,IE,2019,5.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,IS,2019,13.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,IT,2019,5.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,LT,2019,19.9,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,LU,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,LV,2019,8.5,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,MT,2019,4.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,NL,2019,0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,NO,2019,7.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,PL,2019,8.5,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,PT,2019,2.9,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,RO,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,RS,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,SE,2019,9.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,SI,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,SK,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y55-64,TOTAL,TR,2019,7.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,AT,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,BE,2019,7.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,BG,2019,0,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,CY,2019,7.9,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,CZ,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,DE,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,DK,2019,2.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,EE,2019,4.8,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,EL,2019,0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,ES,2019,7.5,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,EU27_2020,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,FR,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,HR,2019,16.4,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,HU,2019,4.6,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,IE,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,IS,2019,3.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,IT,2019,4.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,LU,2019,11.9,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,MT,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,NL,2019,0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,NO,2019,8.5,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,PL,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,PT,2019,5.3,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,RO,2019,6.8,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,RS,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,SE,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,SI,2019,6.7,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,SK,2019,13.5,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED0-2,TR,2019,11.9,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,AT,2019,9.3,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,BE,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,BG,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,CY,2019,2.3,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,CZ,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,DE,2019,4.3,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,DK,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,EE,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,EL,2019,4.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,ES,2019,1.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,EU27_2020,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,FR,2019,13.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,HR,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,HU,2019,5.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,IE,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,IS,2019,4.0,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,IT,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,LT,2019,14.5,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,LU,2019,21.2,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,LV,2019,17.7,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,NL,2019,0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,NO,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,PL,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,PT,2019,0,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,RO,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,RS,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,SE,2019,10.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,SI,2019,2.7,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,SK,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED3_4,TR,2019,0,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,AT,2019,12.7,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,BE,2019,4.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,BG,2019,1.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,CZ,2019,8.4,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,DE,2019,9.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,DK,2019,10.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,EE,2019,2.3,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,EL,2019,4.7,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,ES,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,EU27_2020,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,FR,2019,15.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,HR,2019,0,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,HU,2019,6.7,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,IE,2019,22.5,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,IS,2019,20.4,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,IT,2019,4.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,LU,2019,5.2,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,NL,2019,0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,NO,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,PL,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,PT,2019,3.1,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,RO,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,RS,2019,2.8,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,SE,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,SI,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,SK,2019,11.8,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,ED5-8,TR,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,AT,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,BE,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,BG,2019,2.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,CY,2019,4.9,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,CZ,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,DE,2019,5.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,DK,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,EE,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,EL,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,ES,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,EU27_2020,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,FR,2019,10.9,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,HR,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,HU,2019,5.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,IE,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,IS,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,IT,2019,4.8,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,LT,2019,11.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,LU,2019,11.5,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,LV,2019,14.9,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,MT,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,NL,2019,0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,NO,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,PL,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,PT,2019,3.6,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,RO,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,RS,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,SE,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,SI,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,SK,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y65-74,TOTAL,TR,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,AT,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,BE,2019,9.6,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,BG,2019,14.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,CY,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,CZ,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,DE,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,DK,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,EE,2019,15.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,EL,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,ES,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,EU27_2020,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,FR,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,HR,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_SK5E(1.0),A,PC,Y1-5,F,Y_GE18,ED0-2,HU,2019,14.0,
