STRUCTURE,STRUCTURE_ID,freq,unit,lev_limit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,CZ,2015,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,CZ,2016,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,CZ,2017,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,CZ,2018,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,CZ,2019,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,CZ,2020,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DE,2010,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DE,2011,0.5,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DE,2012,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DE,2013,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DE,2014,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DE,2015,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DE,2017,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DE,2018,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DE,2020,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DK,2010,0.7,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DK,2011,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DK,2012,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DK,2013,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DK,2014,0.8,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DK,2015,0.9,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DK,2016,1.6,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DK,2017,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,DK,2018,0.6,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA,2010,0.2,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA,2011,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA,2012,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA,2013,0.2,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA,2014,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA,2015,0.2,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA,2017,0.2,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA,2018,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA,2019,0.4,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA,2020,0.4,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA18,2010,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA18,2011,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA18,2012,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA18,2013,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA18,2014,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA18,2015,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA18,2017,0.2,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA18,2018,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA18,2019,0.4,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA18,2020,0.4,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA19,2010,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA19,2011,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA19,2012,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA19,2013,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA19,2014,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA19,2015,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA19,2017,0.2,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA19,2018,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA19,2019,0.4,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EA19,2020,0.4,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EE,2010,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EE,2011,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EE,2012,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EE,2013,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EE,2014,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EE,2015,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EE,2016,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EE,2017,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EE,2018,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EL,2010,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EL,2011,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EL,2012,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EL,2013,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EL,2014,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EL,2015,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EL,2016,0.9,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EL,2017,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EL,2018,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EL,2019,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EL,2020,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ES,2010,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ES,2011,0.0,n
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ES,2012,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ES,2013,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ES,2014,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ES,2015,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ES,2016,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ES,2017,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ES,2018,0.0,n
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ES,2019,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ES,2020,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU,2010,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU,2011,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU,2012,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU,2013,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU,2014,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU,2015,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU,2016,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU,2017,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU,2018,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU,2019,0.4,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2007,2010,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2007,2011,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2007,2012,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2007,2013,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2007,2014,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2007,2015,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2007,2016,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2007,2017,0.2,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2007,2018,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2007,2019,0.4,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2020,2010,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2020,2011,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2020,2012,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2020,2013,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2020,2014,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2020,2015,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2020,2016,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2020,2017,0.2,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2020,2018,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2020,2019,0.4,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2020,2020,0.4,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU27_2020,2021,0.4,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU28,2010,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU28,2011,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU28,2012,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU28,2013,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU28,2014,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU28,2015,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU28,2016,0.3,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU28,2017,0.2,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU28,2018,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,EU28,2019,0.4,e
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FI,2010,1.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FI,2011,1.8,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FI,2012,1.6,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FI,2013,0.5,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FI,2014,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FI,2015,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FI,2018,1.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FR,2010,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FR,2011,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FR,2012,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FR,2013,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FR,2014,0.5,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FR,2015,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FR,2016,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FR,2017,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FR,2018,0.6,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,FR,2019,1.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HR,2010,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HR,2011,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HR,2012,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HR,2013,0.7,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HR,2014,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HR,2015,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HR,2016,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HR,2017,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HR,2018,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HR,2019,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HR,2020,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HU,2010,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HU,2011,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HU,2012,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HU,2013,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HU,2014,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HU,2015,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HU,2016,0.6,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HU,2017,0.8,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HU,2018,1.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HU,2019,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,HU,2020,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IE,2010,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IE,2011,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IE,2012,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IE,2013,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IE,2014,0.9,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IE,2015,0.0,n
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IE,2016,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IE,2017,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IE,2018,1.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IE,2019,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IS,2010,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IS,2011,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IS,2012,0.5,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IS,2013,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IS,2014,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IS,2015,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IS,2016,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IS,2017,0.9,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IS,2018,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IT,2010,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IT,2011,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IT,2012,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IT,2013,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IT,2014,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IT,2015,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IT,2016,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IT,2017,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IT,2018,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IT,2019,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,IT,2020,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LT,2010,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LT,2011,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LT,2012,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LT,2013,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LT,2014,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LT,2015,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LT,2018,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LU,2010,0.0,n
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LU,2011,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LU,2012,0.5,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LU,2013,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LU,2014,0.5,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LU,2015,0.5,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LU,2016,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LU,2017,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LU,2018,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LU,2019,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LV,2010,0.7,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LV,2011,0.5,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LV,2012,0.8,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LV,2013,0.8,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LV,2014,1.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LV,2015,0.9,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LV,2016,0.5,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LV,2017,0.6,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LV,2018,0.6,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LV,2019,1.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,LV,2020,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ME,2013,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ME,2014,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ME,2015,0.7,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ME,2016,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ME,2017,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ME,2018,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ME,2019,0.5,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,ME,2020,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MK,2010,1.7,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MK,2011,0.8,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MK,2012,0.8,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MK,2013,0.8,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MK,2014,0.6,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MK,2015,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MK,2016,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MK,2017,0.2,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MK,2018,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MK,2019,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MK,2020,0.6,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MT,2010,0.0,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MT,2011,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MT,2012,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MT,2013,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MT,2014,0.4,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MT,2015,0.6,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MT,2016,0.3,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MT,2017,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MT,2018,0.1,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MT,2019,0.6,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,MT,2020,0.5,
dataflow,ESTAT:HLTH_DM080(1.0),A,PC,TOTAL,Y45-54,F,NL,2010,0.0,
